arquivo,classe,status,refs_externas,refs_no_bloco,loc,quarantine_confidence
app/Services/Ai/AutonomousEvolution/Branching/AtlasLoopCycleBranchMergeOrDiscard.php,AtlasLoopCycleBranchMergeOrDiscard,ORFAO,0,0,143,high
app/Services/Ai/AutonomousEvolution/Branching/AtlasLoopCycleBranchOutcome.php,AtlasLoopCycleBranchOutcome,ORFAO,0,1,16,high
app/Services/Ai/AutonomousEvolution/Branching/AtlasLoopCycleBranchSpawner.php,AtlasLoopCycleBranchSpawner,ORFAO,0,0,82,high
app/Services/Ai/AutonomousEvolution/ReentrySafety/AtlasLoopCycleCheckpointReader.php,AtlasLoopCycleCheckpointReader,ORFAO,0,0,309,high
app/Services/Ai/AutonomousEvolution/ReentrySafety/AtlasLoopCycleCheckpointWriter.php,AtlasLoopCycleCheckpointWriter,ORFAO,0,0,315,high
app/Services/Ai/AutonomousEvolution/AtlasLoopCycleGitContract.php,AtlasLoopCycleGitContract,VIVO-TRANSITIVO,0,1,371,
app/Services/Ai/AutonomousEvolution/ReentrySafety/AtlasLoopCycleIdempotencyGuard.php,AtlasLoopCycleIdempotencyGuard,ORFAO,0,0,119,high
app/Services/Ai/AutonomousEvolution/PauseResume/AtlasLoopCyclePauseFlag.php,AtlasLoopCyclePauseFlag,ORFAO,0,1,105,high
app/Services/Ai/AutonomousEvolution/Receipts/AtlasLoopCycleReceiptComposer.php,AtlasLoopCycleReceiptComposer,ORFAO,0,0,142,high
app/Services/Ai/AutonomousEvolution/Receipts/AtlasLoopCycleReceiptSigner.php,AtlasLoopCycleReceiptSigner,VIVO-EXTERNO,1,0,104,
app/Services/Ai/AutonomousEvolution/ReentrySafety/AtlasLoopCycleReentryReceiptLedger.php,AtlasLoopCycleReentryReceiptLedger,ORFAO,0,0,145,high
app/Services/Ai/AutonomousEvolution/PauseResume/AtlasLoopCycleResumeFromCheckpoint.php,AtlasLoopCycleResumeFromCheckpoint,ORFAO,0,0,104,high
app/Services/Ai/AutonomousEvolution/Observability/AtlasLoopCycleSignalEmitter.php,AtlasLoopCycleSignalEmitter,ORFAO,0,0,172,high
app/Services/Ai/AutonomousEvolution/AtlasLoopDbResilience.php,AtlasLoopDbResilience,VIVO-TRANSITIVO,0,2,231,
app/Services/Ai/AutonomousEvolution/AtlasLoopDeadCodeProducer.php,AtlasLoopDeadCodeProducer,VIVO-TRANSITIVO,0,3,148,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopDecompositionArchetypeOracle.php,AtlasLoopDecompositionArchetypeOracle,VIVO-TRANSITIVO,0,1,222,
app/Services/Ai/AutonomousEvolution/AtlasLoopDecompositionOutcomeRecorder.php,AtlasLoopDecompositionOutcomeRecorder,VIVO-EXTERNO,1,9,168,
app/Services/Ai/AutonomousEvolution/AtlasLoopDecompositionService.php,AtlasLoopDecompositionService,ORFAO,0,1,104,high
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopDecompositionShapeFingerprinter.php,AtlasLoopDecompositionShapeFingerprinter,VIVO-TRANSITIVO,0,7,173,
app/Services/Ai/AutonomousEvolution/AtlasLoopDecompositionShapePrior.php,AtlasLoopDecompositionShapePrior,VIVO-EXTERNO,1,5,69,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopDedupProof.php,AtlasLoopDedupProof,VIVO-TRANSITIVO,0,2,128,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopDedupSupplyLane.php,AtlasLoopDedupSupplyLane,VIVO-TRANSITIVO,0,2,155,
app/Services/Ai/AutonomousEvolution/Defect/AtlasLoopDefectFalsificationGate.php,AtlasLoopDefectFalsificationGate,ORFAO,0,0,45,high
app/Services/Ai/AutonomousEvolution/AtlasLoopDeliveryConfidenceModel.php,AtlasLoopDeliveryConfidenceModel,VIVO-TRANSITIVO,0,3,114,
app/Services/Ai/AutonomousEvolution/AtlasLoopDeliveryContractRecorder.php,AtlasLoopDeliveryContractRecorder,VIVO-TRANSITIVO,0,1,225,
app/Services/Ai/AutonomousEvolution/AtlasLoopDeliveryDimensionResolver.php,AtlasLoopDeliveryDimensionResolver,VIVO-TRANSITIVO,0,4,51,
app/Services/Ai/AutonomousEvolution/AtlasLoopDeliveryDossierService.php,AtlasLoopDeliveryDossierService,ORFAO,0,0,191,high
app/Services/Ai/AutonomousEvolution/Persistence/AtlasLoopDeliveryPipeline.php,AtlasLoopDeliveryPipeline,VIVO-TRANSITIVO,0,5,181,
app/Services/Ai/AutonomousEvolution/AtlasLoopDeliveryQualityScore.php,AtlasLoopDeliveryQualityScore,VIVO-TRANSITIVO,0,1,228,
app/Services/Ai/AutonomousEvolution/AtlasLoopDeliveryRecallService.php,AtlasLoopDeliveryRecallService,ORFAO,0,0,74,high
app/Services/Ai/AutonomousEvolution/AtlasLoopDeterministicDeadCodeWorkType.php,AtlasLoopDeterministicDeadCodeWorkType,VIVO-TRANSITIVO,0,3,138,
app/Services/Ai/AutonomousEvolution/AtlasLoopDeterministicWorkType.php,AtlasLoopDeterministicWorkType,VIVO-TRANSITIVO,0,3,23,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopDocGapSupplyLane.php,AtlasLoopDocGapSupplyLane,VIVO-TRANSITIVO,0,2,76,
app/Services/Ai/AutonomousEvolution/AtlasLoopDriftRestartDebounce.php,AtlasLoopDriftRestartDebounce,ORFAO,0,0,52,high
app/Services/Ai/AutonomousEvolution/Metrics/AtlasLoopE2ECycleLiveness.php,AtlasLoopE2ECycleLiveness,ORFAO,0,0,137,high
app/Services/Ai/AutonomousEvolution/AtlasLoopEarnedAutonomyDecisionTrace.php,AtlasLoopEarnedAutonomyDecisionTrace,VIVO-EXTERNO,1,0,102,
app/Services/Ai/AutonomousEvolution/AtlasLoopEscalationLadder.php,AtlasLoopEscalationLadder,VIVO-TRANSITIVO,0,1,70,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopEvidenceSignalService.php,AtlasLoopEvidenceSignalService,VIVO-EXTERNO,1,2,134,
app/Services/Ai/AutonomousEvolution/Pattern/AtlasLoopExecutionContract.php,AtlasLoopExecutionContract,VIVO-TRANSITIVO,0,1,163,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopExpectedValueDecider.php,AtlasLoopExpectedValueDecider,VIVO-TRANSITIVO,0,4,131,
app/Services/Ai/AutonomousEvolution/AtlasLoopExplorerStrategyBanditService.php,AtlasLoopExplorerStrategyBanditService,VIVO-TRANSITIVO,0,1,562,
app/Services/Ai/AutonomousEvolution/ExternalDeps/AtlasLoopExternalDepDriftDetector.php,AtlasLoopExternalDepDriftDetector,ORFAO,0,0,234,high
app/Services/Ai/AutonomousEvolution/ExternalDeps/AtlasLoopExternalDepInventoryReporter.php,AtlasLoopExternalDepInventoryReporter,ORFAO,0,0,143,high
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopExternalResearchService.php,AtlasLoopExternalResearchService,VIVO-TRANSITIVO,0,3,133,
app/Services/Ai/AutonomousEvolution/SymbolicAnchoring/AtlasLoopFactAnchorCoverageReporter.php,AtlasLoopFactAnchorCoverageReporter,ORFAO,0,0,92,high
app/Services/Ai/AutonomousEvolution/FactConfidence/AtlasLoopFactBoundsMissingException.php,AtlasLoopFactBoundsMissingException,VIVO-TRANSITIVO,0,3,23,
app/Services/Ai/AutonomousEvolution/FactConfidence/AtlasLoopFactConfidenceBoundsEnvelope.php,AtlasLoopFactConfidenceBoundsEnvelope,VIVO-TRANSITIVO,0,3,33,
app/Services/Ai/AutonomousEvolution/FactConfidence/AtlasLoopFactConfidenceBoundsReceiptLedger.php,AtlasLoopFactConfidenceBoundsReceiptLedger,VIVO-EXTERNO,1,1,60,
app/Services/Ai/AutonomousEvolution/FactConfidence/AtlasLoopFactConfidenceBoundsSchema.php,AtlasLoopFactConfidenceBoundsSchema,ORFAO,0,0,61,high
app/Services/Ai/AutonomousEvolution/FactConfidence/AtlasLoopFactConfidenceBoundsValidator.php,AtlasLoopFactConfidenceBoundsValidator,VIVO-EXTERNO,1,0,99,
app/Services/Ai/AutonomousEvolution/FactConfidence/AtlasLoopFactConfidenceBoundsValidatorInterface.php,AtlasLoopFactConfidenceBoundsValidatorInterface,VIVO-EXTERNO,1,2,21,
app/Services/Ai/AutonomousEvolution/FactConfidence/AtlasLoopFactConfidenceBoundsValidatorLedgerDecorator.php,AtlasLoopFactConfidenceBoundsValidatorLedgerDecorator,VIVO-EXTERNO,1,0,101,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopFailureHandleSignalStamper.php,AtlasLoopFailureHandleSignalStamper,VIVO-TRANSITIVO,0,1,131,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopFailureHandleSource.php,AtlasLoopFailureHandleSource,VIVO-TRANSITIVO,0,1,155,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopFailureHypothesisProducer.php,AtlasLoopFailureHypothesisProducer,VIVO-TRANSITIVO,0,1,51,
app/Services/Ai/AutonomousEvolution/AtlasLoopFeatureCompletenessResolver.php,AtlasLoopFeatureCompletenessResolver,VIVO-TRANSITIVO,0,1,218,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopFeatureObjectiveBuilder.php,AtlasLoopFeatureObjectiveBuilder,ORFAO,0,0,123,high
app/Services/Ai/AutonomousEvolution/AtlasLoopFeatureSequencePlanner.php,AtlasLoopFeatureSequencePlanner,VIVO-TRANSITIVO,0,2,85,
app/Services/Ai/AutonomousEvolution/AtlasLoopFeatureSequenceWalker.php,AtlasLoopFeatureSequenceWalker,VIVO-TRANSITIVO,0,2,58,
app/Services/Ai/AutonomousEvolution/Feedback/AtlasLoopFeedbackReceiptLedger.php,AtlasLoopFeedbackReceiptLedger,ORFAO,0,0,106,high
app/Services/Ai/AutonomousEvolution/Quaternity/LoopIntentDrift/AtlasLoopFileAmbitionFacultyStore.php,AtlasLoopFileAmbitionFacultyStore,VIVO-EXTERNO,1,0,49,
app/Services/Ai/AutonomousEvolution/SelfModel/Oracle/Domains/AtlasLoopFinanceOutcomeOracle.php,AtlasLoopFinanceOutcomeOracle,ORFAO,0,0,40,high
app/Services/Ai/AutonomousEvolution/AtlasLoopFleetGovernor.php,AtlasLoopFleetGovernor,VIVO-TRANSITIVO,0,1,58,
app/Services/Ai/AutonomousEvolution/SelfMod/FormalProofs/AtlasLoopFormalInvariantExpressionParser.php,AtlasLoopFormalInvariantExpressionParser,ORFAO,0,0,480,high
app/Services/Ai/AutonomousEvolution/SelfMod/FormalProofs/AtlasLoopFormalInvariantSurvivalProver.php,AtlasLoopFormalInvariantSurvivalProver,ORFAO,0,0,290,high
app/Services/Ai/AutonomousEvolution/Framework/AtlasLoopFrameworkMaterializer.php,AtlasLoopFrameworkMaterializer,VIVO-TRANSITIVO,0,2,442,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopFrameworkRefactorSynthesizer.php,AtlasLoopFrameworkRefactorSynthesizer,VIVO-EXTERNO,1,4,427,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopFrameworkRefactorSynthesizerSupport.php,AtlasLoopFrameworkRefactorSynthesizerSupport,VIVO-TRANSITIVO,0,1,124,
app/Services/Ai/AutonomousEvolution/AtlasLoopFrontierGapModel.php,AtlasLoopFrontierGapModel,VIVO-EXTERNO,1,0,235,
app/Services/Ai/AutonomousEvolution/Constitution/AtlasLoopFrozenBattery.php,AtlasLoopFrozenBattery,ORFAO,0,0,190,high
app/Services/Ai/AutonomousEvolution/Frozen/AtlasLoopFrozenContractAuditor.php,AtlasLoopFrozenContractAuditor,ORFAO,0,0,130,high
app/Services/Ai/AutonomousEvolution/Frozen/AtlasLoopFrozenContractDriftDetector.php,AtlasLoopFrozenContractDriftDetector,ORFAO,0,0,98,high
app/Services/Ai/AutonomousEvolution/Frozen/AtlasLoopFrozenContractReceiptLedger.php,AtlasLoopFrozenContractReceiptLedger,VIVO-EXTERNO,1,0,112,
app/Services/Ai/AutonomousEvolution/Frozen/AtlasLoopFrozenContractRegistry.php,AtlasLoopFrozenContractRegistry,ORFAO,0,2,149,high
app/Services/Ai/AutonomousEvolution/Constitution/Frozen/AtlasLoopFrozenMutationOperators.php,AtlasLoopFrozenMutationOperators,VIVO-TRANSITIVO,0,3,212,
app/Services/Ai/AutonomousEvolution/AtlasLoopFrozenTestSourceRenderer.php,AtlasLoopFrozenTestSourceRenderer,VIVO-TRANSITIVO,0,1,295,
app/Services/Ai/AutonomousEvolution/LiveCycle/AtlasLoopFullCycleConductor.php,AtlasLoopFullCycleConductor,ORFAO,0,1,158,high
app/Services/Ai/AutonomousEvolution/AtlasLoopFunnelService.php,AtlasLoopFunnelService,VIVO-TRANSITIVO,0,5,190,
app/Services/Ai/AutonomousEvolution/AtlasLoopGateWorkspaceProvisioner.php,AtlasLoopGateWorkspaceProvisioner,VIVO-TRANSITIVO,0,1,134,
app/Services/Ai/AutonomousEvolution/Campaign/AtlasLoopGitHeadInspector.php,AtlasLoopGitHeadInspector,VIVO-TRANSITIVO,0,1,89,
app/Services/Ai/AutonomousEvolution/Feedback/AtlasLoopGiveBackPatternMiner.php,AtlasLoopGiveBackPatternMiner,VIVO-TRANSITIVO,0,1,178,
app/Services/Ai/AutonomousEvolution/Feedback/AtlasLoopGiveBackReader.php,AtlasLoopGiveBackReader,VIVO-TRANSITIVO,0,1,247,
app/Services/Ai/AutonomousEvolution/Feedback/AtlasLoopGiveBackToReplenisherFeedback.php,AtlasLoopGiveBackToReplenisherFeedback,VIVO-EXTERNO,2,1,58,
app/Services/Ai/AutonomousEvolution/AtlasLoopGoodhartReceiptLedger.php,AtlasLoopGoodhartReceiptLedger,ORFAO,0,0,130,high
app/Services/Ai/AutonomousEvolution/Grinder/AtlasLoopGrinderCertificationCommandExtractor.php,AtlasLoopGrinderCertificationCommandExtractor,VIVO-TRANSITIVO,0,1,112,
app/Services/Ai/AutonomousEvolution/Grinder/AtlasLoopGrinderComprehensionCitationDeriver.php,AtlasLoopGrinderComprehensionCitationDeriver,VIVO-TRANSITIVO,0,1,67,
app/Services/Ai/AutonomousEvolution/Grinder/AtlasLoopGrinderTierReasonResolver.php,AtlasLoopGrinderTierReasonResolver,VIVO-TRANSITIVO,0,1,92,
app/Services/Ai/AutonomousEvolution/AtlasLoopHardCaseAutoDiscovery.php,AtlasLoopHardCaseAutoDiscovery,ORFAO,0,0,159,high
app/Services/Ai/AutonomousEvolution/AtlasLoopHardCaseHarness.php,AtlasLoopHardCaseHarness,VIVO-EXTERNO,1,0,216,
app/Services/Ai/AutonomousEvolution/AtlasLoopHarnessGuard.php,AtlasLoopHarnessGuard,VIVO-EXTERNO,13,31,416,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopHeavyWorkPanelService.php,AtlasLoopHeavyWorkPanelService,VIVO-TRANSITIVO,0,1,184,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopHeavyWorkSelector.php,AtlasLoopHeavyWorkSelector,VIVO-EXTERNO,1,0,159,
app/Services/Ai/AutonomousEvolution/AtlasLoopHeldOutDeltaCertifier.php,AtlasLoopHeldOutDeltaCertifier,VIVO-TRANSITIVO,0,3,157,
app/Services/Ai/AutonomousEvolution/SelfModel/Eval/AtlasLoopHeldOutEvalHarness.php,AtlasLoopHeldOutEvalHarness,ORFAO,0,0,72,high
app/Services/Ai/AutonomousEvolution/AtlasLoopHermeticCommandEnvironment.php,AtlasLoopHermeticCommandEnvironment,VIVO-TRANSITIVO,0,13,174,
app/Services/Ai/AutonomousEvolution/Resilience/AtlasLoopHungGrindDetector.php,AtlasLoopHungGrindDetector,ORFAO,0,0,146,high
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopHypothesisContractGate.php,AtlasLoopHypothesisContractGate,ORFAO,0,1,116,high
app/Services/Ai/AutonomousEvolution/AtlasLoopIdeaDraftingRubric.php,AtlasLoopIdeaDraftingRubric,VIVO-TRANSITIVO,0,1,46,
app/Services/Ai/AutonomousEvolution/AtlasLoopImpactReceiptService.php,AtlasLoopImpactReceiptService,VIVO-TRANSITIVO,0,5,330,
app/Services/Ai/AutonomousEvolution/LiveCycle/AtlasLoopImplementPhaseRunner.php,AtlasLoopImplementPhaseRunner,ORFAO,0,0,122,high
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopInsightBackpropService.php,AtlasLoopInsightBackpropService,VIVO-EXTERNO,1,1,125,
app/Services/Ai/AutonomousEvolution/AtlasLoopIntelligenceOverlay.php,AtlasLoopIntelligenceOverlay,VIVO-TRANSITIVO,0,1,417,
app/Services/Ai/AutonomousEvolution/Quaternity/IntentResolver/AtlasLoopIntentAmbiguityClarifierProposer.php,AtlasLoopIntentAmbiguityClarifierProposer,VIVO-EXTERNO,1,0,93,
app/Services/Ai/AutonomousEvolution/Quaternity/IntentResolver/AtlasLoopIntentAmbiguityFollowUpScheduler.php,AtlasLoopIntentAmbiguityFollowUpScheduler,VIVO-EXTERNO,1,0,87,
app/Services/Ai/AutonomousEvolution/Quaternity/IntentResolver/AtlasLoopIntentAmbiguityResolutionLedger.php,AtlasLoopIntentAmbiguityResolutionLedger,VIVO-EXTERNO,1,0,162,
app/Services/Ai/AutonomousEvolution/Quaternity/LoopIntentDrift/AtlasLoopIntentDriftReceipt.php,AtlasLoopIntentDriftReceipt,ORFAO,0,1,35,high
app/Services/Ai/AutonomousEvolution/Quaternity/LoopIntentDrift/AtlasLoopIntentDriftReceiptLedger.php,AtlasLoopIntentDriftReceiptLedger,ORFAO,0,0,198,high
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopIntentIntakeService.php,AtlasLoopIntentIntakeService,ORFAO,0,0,116,high
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopIntentSpecCompiler.php,AtlasLoopIntentSpecCompiler,VIVO-TRANSITIVO,0,1,114,
app/Services/Ai/AutonomousEvolution/Quaternity/LoopIntentDrift/AtlasLoopIntentStreamOperatorIntentSource.php,AtlasLoopIntentStreamOperatorIntentSource,VIVO-EXTERNO,1,0,34,
app/Services/Ai/AutonomousEvolution/AtlasLoopIntentVerifierFactory.php,AtlasLoopIntentVerifierFactory,VIVO-TRANSITIVO,0,10,841,
app/Services/Ai/AutonomousEvolution/WireFormat/AtlasLoopInterPrimitiveMessageNegotiationOutcome.php,AtlasLoopInterPrimitiveMessageNegotiationOutcome,ORFAO,0,1,45,high
app/Services/Ai/AutonomousEvolution/WireFormat/AtlasLoopInterPrimitiveMessageReceiptLedger.php,AtlasLoopInterPrimitiveMessageReceiptLedger,ORFAO,0,0,104,high
app/Services/Ai/AutonomousEvolution/WireFormat/AtlasLoopInterPrimitiveMessageValidationResult.php,AtlasLoopInterPrimitiveMessageValidationResult,ORFAO,0,1,42,high
app/Services/Ai/AutonomousEvolution/WireFormat/AtlasLoopInterPrimitiveMessageValidator.php,AtlasLoopInterPrimitiveMessageValidator,ORFAO,0,1,95,high
app/Services/Ai/AutonomousEvolution/WireFormat/AtlasLoopInterPrimitiveMessageVersionNegotiator.php,AtlasLoopInterPrimitiveMessageVersionNegotiator,ORFAO,0,1,83,high
app/Services/Ai/AutonomousEvolution/AtlasLoopIterateToMetricOptimizer.php,AtlasLoopIterateToMetricOptimizer,ORFAO,0,0,234,high
app/Services/Ai/AutonomousEvolution/AtlasLoopJObjective.php,AtlasLoopJObjective,ORFAO,0,1,98,high
app/Services/Ai/AutonomousEvolution/AtlasLoopJudgeConsensusGate.php,AtlasLoopJudgeConsensusGate,VIVO-TRANSITIVO,0,5,141,
app/Services/Ai/AutonomousEvolution/AtlasLoopJudgeDisagreementDiagnostic.php,AtlasLoopJudgeDisagreementDiagnostic,ORFAO,0,1,101,high
app/Services/Ai/AutonomousEvolution/AtlasLoopJudgeEffortEscalator.php,AtlasLoopJudgeEffortEscalator,ORFAO,0,1,96,high
app/Services/Ai/AutonomousEvolution/AtlasLoopJudgeSelfCalibrationService.php,AtlasLoopJudgeSelfCalibrationService,ORFAO,0,1,379,high
app/Services/Ai/AutonomousEvolution/AtlasLoopLeapDecompositionSeeder.php,AtlasLoopLeapDecompositionSeeder,ORFAO,0,0,147,high
app/Services/Ai/AutonomousEvolution/AtlasLoopLeapReceiptLedger.php,AtlasLoopLeapReceiptLedger,ORFAO,0,0,163,high
app/Services/Ai/AutonomousEvolution/AtlasLoopLeapRiskAuditor.php,AtlasLoopLeapRiskAuditor,ORFAO,0,0,145,high
app/Services/Ai/AutonomousEvolution/AtlasLoopLearningAppendService.php,AtlasLoopLearningAppendService,VIVO-EXTERNO,1,0,122,
app/Services/Ai/AutonomousEvolution/AtlasLoopLeverImpactMeter.php,AtlasLoopLeverImpactMeter,ORFAO,0,2,178,high
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopLeverageScorer.php,AtlasLoopLeverageScorer,VIVO-TRANSITIVO,0,3,191,
app/Services/Ai/AutonomousEvolution/AtlasLoopLeverageSelector.php,AtlasLoopLeverageSelector,VIVO-TRANSITIVO,0,5,144,
app/Services/Ai/AutonomousEvolution/LiveCycle/Integration/AtlasLoopLiveCycleAuditTrail.php,AtlasLoopLiveCycleAuditTrail,ORFAO,0,0,212,high
app/Services/Ai/AutonomousEvolution/LiveCycle/Integration/AtlasLoopLiveCycleOrchestrator.php,AtlasLoopLiveCycleOrchestrator,ORFAO,0,1,218,high
app/Services/Ai/AutonomousEvolution/LiveCycle/Integration/AtlasLoopLiveCyclePhaseReceiptComposer.php,AtlasLoopLiveCyclePhaseReceiptComposer,ORFAO,0,0,82,high
app/Services/Ai/AutonomousEvolution/LiveCycle/Integration/AtlasLoopLiveCycleResumeManager.php,AtlasLoopLiveCycleResumeManager,ORFAO,0,0,204,high
app/Services/Ai/AutonomousEvolution/AtlasLoopLossObserverService.php,AtlasLoopLossObserverService,VIVO-EXTERNO,1,2,322,
app/Services/Ai/AutonomousEvolution/SelfModel/Oracle/Domains/AtlasLoopMarketingOutcomeOracle.php,AtlasLoopMarketingOutcomeOracle,ORFAO,0,0,47,high
app/Services/Ai/AutonomousEvolution/AtlasLoopMasterSwitch.php,AtlasLoopMasterSwitch,VIVO-EXTERNO,12,11,122,
app/Services/Ai/AutonomousEvolution/Constitution/AtlasLoopMergeActuator.php,AtlasLoopMergeActuator,VIVO-EXTERNO,2,3,197,
app/Services/Ai/AutonomousEvolution/BehaviorDelta/AtlasLoopMergedDeliveryBehaviorDeltaRecorder.php,AtlasLoopMergedDeliveryBehaviorDeltaRecorder,VIVO-TRANSITIVO,0,1,189,
app/Services/Ai/AutonomousEvolution/AtlasLoopMetaHarnessAbLiftService.php,AtlasLoopMetaHarnessAbLiftService,VIVO-TRANSITIVO,0,1,232,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopMetaHarnessIntentSource.php,AtlasLoopMetaHarnessIntentSource,VIVO-EXTERNO,1,1,128,
app/Services/Ai/AutonomousEvolution/Antifragile/AtlasLoopMetaObjectiveProposer.php,AtlasLoopMetaObjectiveProposer,ORFAO,0,0,84,high
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopMethodNeutralizer.php,AtlasLoopMethodNeutralizer,VIVO-TRANSITIVO,0,1,78,
app/Services/Ai/AutonomousEvolution/AtlasLoopMetricHarness.php,AtlasLoopMetricHarness,VIVO-TRANSITIVO,0,5,202,
app/Services/Ai/AutonomousEvolution/AtlasLoopModelFloorReceiptLedger.php,AtlasLoopModelFloorReceiptLedger,VIVO-EXTERNO,1,1,166,
app/Services/Ai/AutonomousEvolution/SelfModel/Oracle/AtlasLoopModelOutcomeOracle.php,AtlasLoopModelOutcomeOracle,ORFAO,0,5,28,high
app/Services/Ai/AutonomousEvolution/AtlasLoopModelProjectionCritic.php,AtlasLoopModelProjectionCritic,VIVO-TRANSITIVO,0,1,201,
app/Services/Ai/AutonomousEvolution/SelfModel/Promotion/AtlasLoopModelPromotionGate.php,AtlasLoopModelPromotionGate,ORFAO,0,0,53,high
app/Services/Ai/AutonomousEvolution/SelfModel/Registry/AtlasLoopModelRegistry.php,AtlasLoopModelRegistry,ORFAO,0,1,90,high
app/Services/Ai/AutonomousEvolution/AtlasLoopMorningDigestService.php,AtlasLoopMorningDigestService,VIVO-EXTERNO,3,4,694,
app/Services/Ai/AutonomousEvolution/MultiCycle/AtlasLoopMultiCycleCoordinationProtocol.php,AtlasLoopMultiCycleCoordinationProtocol,ORFAO,0,0,191,high
app/Services/Ai/AutonomousEvolution/MultiCycle/AtlasLoopMultiCycleReceiptLedger.php,AtlasLoopMultiCycleReceiptLedger,ORFAO,0,0,81,high
app/Services/Ai/AutonomousEvolution/MultiCycle/AtlasLoopMultiCycleSubScopePartitioner.php,AtlasLoopMultiCycleSubScopePartitioner,ORFAO,0,0,109,high
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopMultiFileRefactorSynthesizer.php,AtlasLoopMultiFileRefactorSynthesizer,VIVO-EXTERNO,1,3,117,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopMultiFileRefactorSynthesizerSupport.php,AtlasLoopMultiFileRefactorSynthesizerSupport,VIVO-TRANSITIVO,0,1,199,
app/Services/Ai/AutonomousEvolution/AtlasLoopMultiRepoMergeAuthority.php,AtlasLoopMultiRepoMergeAuthority,VIVO-TRANSITIVO,0,2,194,
app/Services/Ai/AutonomousEvolution/AtlasLoopMultiSiteWiringPlanner.php,AtlasLoopMultiSiteWiringPlanner,ORFAO,0,0,95,review-aael
app/Services/Ai/AutonomousEvolution/SelfModel/Registry/AtlasLoopMuscleRollbackController.php,AtlasLoopMuscleRollbackController,ORFAO,0,0,36,high
app/Services/Ai/AutonomousEvolution/AtlasLoopMutationAdequacyGateService.php,AtlasLoopMutationAdequacyGateService,VIVO-EXTERNO,1,3,896,
app/Services/Ai/AutonomousEvolution/AtlasLoopMutationOperators.php,AtlasLoopMutationOperators,VIVO-TRANSITIVO,0,10,245,
app/Services/Ai/AutonomousEvolution/AtlasLoopNetDiffCertCollector.php,AtlasLoopNetDiffCertCollector,VIVO-TRANSITIVO,0,1,153,
app/Services/Ai/AutonomousEvolution/AtlasLoopNetDiffCertJudge.php,AtlasLoopNetDiffCertJudge,VIVO-TRANSITIVO,0,1,177,
app/Services/Ai/AutonomousEvolution/AtlasLoopNetDiffCertReceiptLedger.php,AtlasLoopNetDiffCertReceiptLedger,VIVO-EXTERNO,1,0,152,
app/Services/Ai/AutonomousEvolution/AtlasLoopNetDirectionGuard.php,AtlasLoopNetDirectionGuard,VIVO-TRANSITIVO,0,3,121,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopNextWorkDecider.php,AtlasLoopNextWorkDecider,VIVO-EXTERNO,1,5,245,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopNodeInterfaceContract.php,AtlasLoopNodeInterfaceContract,VIVO-TRANSITIVO,0,2,158,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopNodeInterfaceExtractor.php,AtlasLoopNodeInterfaceExtractor,VIVO-TRANSITIVO,0,4,244,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopNodeInterfaceVerifier.php,AtlasLoopNodeInterfaceVerifier,VIVO-TRANSITIVO,0,3,42,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopNodeInterfaceVerifierSupport.php,AtlasLoopNodeInterfaceVerifierSupport,VIVO-TRANSITIVO,0,1,219,
app/Services/Ai/AutonomousEvolution/AtlasLoopObjectiveDivergence.php,AtlasLoopObjectiveDivergence,VIVO-TRANSITIVO,0,2,101,
app/Services/Ai/AutonomousEvolution/Discovery/AtlasLoopObjectiveProducer.php,AtlasLoopObjectiveProducer,VIVO-EXTERNO,1,3,795,
app/Services/Ai/AutonomousEvolution/AtlasLoopObraAutoMergeService.php,AtlasLoopObraAutoMergeService,VIVO-EXTERNO,1,4,466,
